Membership_ID,Age_Group,Games_Attended,Seasonal_Pass,Customer_Region
89180351,<18,2,False,Canada
58079972,18-25,7,False,USA
10004635,18-25,1,False,Canada
16261972,41-60,2,False,Canada
10027402,18-25,3,False,Canada
48681376,18-25,7,False,USA
18749668,26-40,8,False,Canada
10022384,18-25,1,False,Canada
06507953,41-60,1,False,Canada
10019973,<18,1,False,USA
10004797,<18,4,False,Canada
10035931,60+,6,False,Canada
10012417,18-25,2,False,Canada
88144281,18-25,1,False,Canada
10038881,18-25,6,False,Canada
10029641,18-25,7,False,Canada
10036727,26-40,8,False,Canada
77360027,<18,8,False,Canada
10032242,18-25,3,False,Canada
10027229,26-40,1,False,Canada
10038677,<18,6,False,Canada
23913860,<18,1,False,Canada
10043405,41-60,7,False,Canada
88092939,18-25,1,False,Canada
47973369,<18,1,False,Canada
10018625,41-60,3,False,Canada
02581856,<18,4,False,Canada
78911748,26-40,3,False,Canada
10007592,18-25,2,False,Canada
10000781,18-25,7,False,Canada
32932788,26-40,5,False,Canada
27462568,18-25,3,False,India
10012923,18-25,1,False,Canada
99382603,18-25,2,False,Canada
10029458,41-60,1,False,Canada
10016677,18-25,6,False,Canada
10025419,41-60,5,False,Canada
57499557,<18,17,True,Canada
79686249,26-40,7,False,Canada
10013624,18-25,6,False,Canada
10025396,26-40,4,False,Canada
10043736,60+,6,False,Canada
10012084,18-25,2,False,Canada
81433672,60+,5,False,Canada
21104033,<18,5,False,Canada
10005753,18-25,1,False,Canada
10022166,18-25,2,False,Canada
75899523,26-40,8,False,Canada
53357977,<18,6,False,Canada
10006274,60+,1,False,Canada
10044437,41-60,22,True,Canada
10004368,18-25,8,False,Canada
10001736,<18,1,False,Canada
10035590,18-25,21,True,Canada
10022488,60+,1,False,Canada
42320378,18-25,17,True,Canada
10013756,26-40,6,False,Canada
10021282,26-40,6,False,Canada
10033362,41-60,7,False,USA
10043148,26-40,3,False,Canada
10011096,26-40,4,False,Canada
10029545,18-25,4,False,Canada
10019450,18-25,3,False,Canada
66693418,41-60,6,False,Canada
10021454,26-40,8,False,Canada
12425642,18-25,8,False,Canada
10023340,60+,1,False,Canada
95739551,18-25,5,False,Canada
10030421,18-25,16,True,Canada
44233836,26-40,16,True,Canada
10001478,18-25,30,True,Canada
10041093,18-25,4,False,Canada
10013567,18-25,6,False,Canada
06655168,<18,4,False,Canada
10019478,18-25,8,False,Canada
10005078,41-60,3,False,Canada
32885637,18-25,7,False,Canada
10016649,18-25,8,False,Canada
13865290,41-60,7,False,Canada
05256183,41-60,3,False,Canada
10011547,18-25,5,False,Canada
07050706,18-25,4,False,Canada
10003598,41-60,3,False,Canada
10016362,18-25,5,False,Canada
74958116,18-25,1,False,Canada
10009195,18-25,24,True,Canada
10021836,18-25,8,False,Canada
49087873,18-25,5,False,Canada
74961621,41-60,5,False,Canada
10015395,26-40,6,False,Canada
11340805,18-25,1,False,Canada
10029672,26-40,21,True,Canada
97858685,18-25,5,False,Canada
10043980,60+,7,False,Canada
10004794,26-40,7,False,Canada
41082006,18-25,2,False,Canada
10009702,26-40,5,False,Canada
10023060,26-40,1,False,Canada
06065602,18-25,3,False,Canada
10036524,18-25,6,False,Canada
10022015,26-40,3,False,Canada
10010179,41-60,5,False,Canada
10002702,41-60,6,False,Canada
36302750,18-25,6,False,USA
05061345,<18,6,False,Canada
10017593,18-25,2,False,Canada
35271373,18-25,8,False,Canada
10006971,26-40,5,False,USA
94545671,18-25,5,False,Canada
10028890,26-40,1,False,Canada
89854086,18-25,2,False,Canada
10030352,<18,4,False,Canada
10001379,18-25,3,False,Canada
10011601,18-25,6,False,Canada
10020109,18-25,30,True,Canada
10014882,<18,1,False,Canada
10022264,18-25,7,False,Canada
40790713,18-25,27,True,Canada
10015714,18-25,7,False,Canada
10008095,26-40,4,False,Canada
57599184,18-25,1,False,Canada
10037445,41-60,1,False,Canada
10006850,26-40,1,False,Canada
10041609,<18,8,False,Canada
10040395,26-40,2,False,Canada
10014680,41-60,6,False,USA
10003315,18-25,1,False,USA
59669270,26-40,1,False,Canada
10031192,18-25,8,False,Canada
77422989,26-40,8,False,Canada
36566307,41-60,1,False,Canada
78526046,26-40,8,False,Canada
36235784,18-25,7,False,USA
10001449,18-25,6,False,Canada
10041289,18-25,3,False,Canada
10032449,41-60,4,False,Canada
10022796,18-25,1,False,Canada
22686712,<18,2,False,Canada
10028191,41-60,3,False,Canada
10017616,18-25,3,False,Canada
10016802,18-25,1,False,Canada
45437719,18-25,1,False,Canada
10017955,18-25,5,False,Canada
54299483,<18,3,False,Canada
50345311,18-25,2,False,Canada
03130872,18-25,3,False,Canada
10032810,<18,8,False,Canada
94382767,26-40,7,False,Canada
10037996,26-40,6,False,Canada
70154270,18-25,6,False,Canada
10044335,18-25,1,False,Canada
10021839,41-60,7,False,Canada
10005126,18-25,7,False,Canada
19761982,18-25,1,False,Canada
60547845,18-25,8,False,Canada
10023498,<18,8,False,Canada
10039465,26-40,6,False,Canada
10028158,18-25,6,False,Canada
10022392,<18,5,False,Canada
10030457,<18,2,False,USA
10027861,26-40,5,False,Canada
10041239,18-25,8,False,Canada
36815595,26-40,4,False,Canada
10020230,18-25,3,False,Canada
10032413,18-25,1,False,Canada
10016799,18-25,5,False,Canada
07390235,18-25,2,False,Canada
10020468,18-25,4,False,Canada
10022762,18-25,7,False,Canada
90451498,<18,7,False,Canada
10027536,41-60,6,False,Canada
10035234,18-25,8,False,Canada
10022298,18-25,1,False,China
95133698,18-25,26,True,Canada
88838514,41-60,4,False,Canada
62307122,<18,6,False,Canada
10041602,26-40,1,False,Canada
10031532,18-25,6,False,Canada
64147394,41-60,8,False,Canada
10036228,26-40,6,False,Canada
10019473,18-25,2,False,Canada
10019807,41-60,3,False,Canada
42008619,18-25,4,False,USA
10040985,26-40,1,False,Canada
02053722,18-25,6,False,USA
73707093,18-25,3,False,Canada
41577402,41-60,1,False,Canada
10001257,18-25,6,False,Canada
28220288,18-25,3,False,Canada
10036514,26-40,6,False,Canada
39513427,18-25,1,False,Canada
13914179,<18,6,False,Canada
10032739,18-25,8,False,Canada
10021398,18-25,2,False,Canada
10007811,18-25,6,False,Canada
10036675,26-40,3,False,Canada
10018323,26-40,7,False,Canada
43167702,18-25,6,False,Canada
10002036,26-40,1,False,Canada
10033621,18-25,8,False,Canada
10041664,18-25,3,False,USA
10023140,26-40,6,False,Canada
10026185,41-60,2,False,Canada
73148540,<18,4,False,Canada
99583478,18-25,6,False,Canada
64469928,<18,1,False,Canada
10019137,<18,5,False,Canada
21625020,26-40,8,False,Canada
10012071,26-40,1,False,Canada
67952732,26-40,5,False,Canada
10030573,18-25,2,False,Canada
10019603,26-40,8,False,Canada
10001591,<18,1,False,Canada
10035314,18-25,4,False,Canada
10020513,26-40,6,False,USA
10011302,41-60,4,False,Canada
01767217,18-25,8,False,Canada
10030026,18-25,5,False,Canada
10033754,18-25,6,False,Canada
10019275,<18,3,False,Canada
10043865,18-25,4,False,Canada
89907839,26-40,8,False,Canada
10019951,18-25,7,False,India
10039597,18-25,6,False,Canada
10019849,18-25,1,False,Canada
10032361,18-25,1,False,Canada
10025236,<18,1,False,Canada
10005916,18-25,7,False,Canada
54395232,18-25,6,False,Canada
10031164,41-60,1,False,Canada
10006958,41-60,2,False,Canada
06192439,26-40,6,False,Canada
10039593,41-60,1,False,Canada
10027478,26-40,5,False,Canada
10012303,26-40,8,False,Canada
84140535,60+,22,True,Canada
10014615,18-25,8,False,Canada
06074739,41-60,21,True,Canada
10020746,<18,1,False,Canada
71226681,18-25,3,False,Canada
10040654,<18,5,False,Canada
72919993,18-25,4,False,Canada
10019811,26-40,6,False,Canada
95294989,26-40,1,False,Canada
10011385,18-25,30,True,Canada
10034848,18-25,7,False,USA
07708983,18-25,4,False,Canada
36701396,18-25,8,False,Canada
95054670,18-25,5,False,Canada
10004061,18-25,4,False,Canada
10005683,26-40,2,False,Canada
10026656,18-25,8,False,Canada
94772227,18-25,7,False,Canada
57673698,18-25,5,False,Canada
72174301,26-40,1,False,Canada
27001711,18-25,3,False,Canada
43280590,18-25,1,False,Canada
10020820,41-60,5,False,Canada
10034576,18-25,8,False,Canada
10033665,41-60,6,False,India
83972585,18-25,5,False,Canada
10025123,41-60,5,False,Canada
75535629,26-40,6,False,Canada
10043988,<18,3,False,Canada
10031245,26-40,7,False,Canada
10028533,18-25,8,False,Canada
10003372,60+,5,False,USA
10034429,18-25,3,False,USA
85407255,18-25,6,False,Canada
10001885,18-25,6,False,USA
10020177,18-25,1,False,Canada
10031655,18-25,2,False,USA
43551887,18-25,6,False,Canada
10023788,26-40,1,False,Canada
10040181,18-25,1,False,Canada
10038511,18-25,3,False,Canada
10035390,18-25,8,False,Canada
10037454,18-25,8,False,Canada
89399781,18-25,3,False,Canada
10030357,41-60,8,False,Canada
90883630,60+,6,False,Canada
10041952,<18,1,False,Canada
50538537,18-25,3,False,USA
10033963,18-25,19,True,Canada
10025101,41-60,3,False,Canada
24839248,18-25,5,False,Canada
10005148,18-25,5,False,Canada
56993645,26-40,6,False,Canada
26066806,18-25,1,False,Canada
03581534,26-40,2,False,USA
96485854,26-40,8,False,USA
10027614,41-60,7,False,Canada
10023642,26-40,7,False,Canada
89077381,<18,6,False,USA
10040864,18-25,4,False,Canada
10031346,18-25,5,False,Canada
60940020,41-60,7,False,Canada
10037990,18-25,7,False,Canada
10042590,26-40,1,False,Canada
10029720,26-40,8,False,Canada
17174851,<18,1,False,Canada
10033196,18-25,5,False,USA
53598184,41-60,5,False,China
74429413,18-25,19,True,Canada
10000010,41-60,3,False,Canada
76381178,18-25,3,False,USA
10002316,26-40,4,False,Canada
10013729,41-60,1,False,Canada
10019470,41-60,8,False,Canada
10019435,60+,7,False,Canada
10041914,18-25,8,False,Canada
01883091,18-25,5,False,Canada
10040377,18-25,27,True,Canada
10008417,26-40,30,True,Canada
45470052,18-25,6,False,Canada
10004287,18-25,1,False,Canada
10010819,26-40,7,False,Canada
99469583,41-60,6,False,Canada
10026258,18-25,2,False,Canada
10033155,41-60,5,False,Canada
56916850,18-25,3,False,Canada
10006845,26-40,5,False,Canada
10005403,18-25,7,False,Canada
10037255,41-60,4,False,Canada
10039458,18-25,8,False,Canada
10013372,26-40,19,True,Canada
21812630,26-40,4,False,Canada
72248874,18-25,2,False,Canada
10012868,18-25,6,False,Canada
10017111,18-25,3,False,USA
84888607,26-40,8,False,Canada
01691283,26-40,8,False,Canada
05364880,18-25,5,False,Canada
10004822,60+,2,False,Canada
36537167,26-40,3,False,Canada
23664360,<18,4,False,Canada
10030911,18-25,2,False,Canada
10041644,26-40,2,False,Canada
10001309,18-25,3,False,Canada
62362144,18-25,5,False,Canada
10009492,18-25,30,True,Canada
10003692,26-40,5,False,Canada
88670174,41-60,4,False,Canada
10035873,41-60,2,False,Canada
10043208,18-25,3,False,Canada
10016589,26-40,8,False,Canada
00156008,26-40,2,False,Canada
10014079,26-40,4,False,Canada
48129239,18-25,6,False,Canada
27590768,<18,30,True,Canada
65156408,41-60,8,False,Canada
10011023,26-40,6,False,Canada
59795524,18-25,3,False,Canada
10023900,26-40,4,False,Canada
10006853,<18,4,False,Canada
73270625,18-25,8,False,Canada
10023610,18-25,7,False,Canada
18118301,26-40,8,False,Canada
22086712,26-40,1,False,USA
10002930,<18,4,False,Canada
76618598,26-40,6,False,Canada
14100548,18-25,3,False,Canada
39100310,<18,1,False,Canada
23852390,26-40,5,False,Japan
10003476,26-40,6,False,Canada
77748743,18-25,3,False,Canada
10012402,26-40,7,False,Canada
10039760,41-60,3,False,Canada
61588555,<18,6,False,Canada
25074440,41-60,3,False,Canada
10004869,41-60,1,False,Japan
10044474,18-25,4,False,Canada
10030205,26-40,8,False,Canada
10023646,41-60,3,False,Canada
69671633,18-25,4,False,Canada
43974524,18-25,3,False,Canada
10029500,18-25,1,False,Canada
10012848,60+,3,False,Canada
10040651,<18,2,False,Canada
10013082,18-25,7,False,Canada
36040562,18-25,5,False,Canada
10042051,18-25,8,False,Canada
28520122,26-40,2,False,Canada
66895346,26-40,7,False,Canada
10030600,41-60,28,True,USA
99316187,18-25,6,False,Canada
10012384,26-40,8,False,Canada
84662794,41-60,6,False,Canada
61041383,<18,8,False,Canada
38429514,<18,6,False,Canada
10030774,18-25,23,True,Canada
10005907,18-25,6,False,Canada
10012476,18-25,3,False,Canada
51925111,18-25,30,True,USA
10034628,60+,5,False,Canada
44434237,<18,4,False,Canada
42457009,<18,6,False,USA
77232665,18-25,1,False,Canada
10013346,60+,4,False,Canada
10041754,<18,3,False,Canada
10027250,18-25,7,False,Canada
10003651,60+,7,False,Canada
10039501,26-40,3,False,Canada
36613437,18-25,2,False,USA
10035815,41-60,1,False,Canada
10031599,<18,5,False,Canada
10010455,18-25,3,False,Canada
10041191,18-25,3,False,Canada
10018327,26-40,3,False,Canada
93756673,18-25,8,False,USA
10023695,26-40,8,False,Canada
10038488,18-25,8,False,Canada
10006213,26-40,3,False,USA
10023686,18-25,7,False,Canada
10006993,26-40,5,False,USA
76664421,26-40,2,False,Canada
10004729,18-25,5,False,Canada
10017781,18-25,4,False,Canada
10002940,26-40,6,False,USA
95815660,18-25,4,False,Canada
10033962,18-25,4,False,Canada
10002071,26-40,5,False,Canada
10042992,26-40,3,False,Canada
15774194,26-40,3,False,Canada
02935094,26-40,2,False,Canada
10002403,26-40,3,False,Canada
55953479,18-25,3,False,Canada
10038310,26-40,25,True,Canada
10021296,18-25,2,False,USA
10037947,18-25,1,False,Japan
10011708,<18,8,False,Canada
10043057,18-25,3,False,USA
10022644,18-25,7,False,Canada
10014515,18-25,5,False,Canada
10025312,18-25,3,False,Canada
10019761,26-40,6,False,Canada
17325152,26-40,5,False,Canada
73506887,18-25,8,False,Canada
10025925,18-25,7,False,Canada
10005072,26-40,7,False,Canada
78603975,26-40,1,False,Canada
10005598,18-25,7,False,Canada
10003497,26-40,5,False,Canada
10040893,41-60,4,False,Canada
10009325,18-25,6,False,Canada
71924337,26-40,4,False,Canada
20567774,18-25,6,False,Canada
23209949,18-25,3,False,Canada
10044372,41-60,4,False,Canada
66874043,41-60,7,False,Canada
10017952,18-25,5,False,Canada
10000439,<18,1,False,USA
82579876,26-40,1,False,USA
91248205,<18,2,False,Canada
14129367,60+,4,False,Canada
10001832,18-25,1,False,USA
10020674,26-40,2,False,Canada
10028783,41-60,2,False,Canada
62268732,26-40,1,False,Canada
10032313,18-25,8,False,USA
63624633,18-25,5,False,Canada
10029346,18-25,4,False,USA
92971499,26-40,5,False,Canada
10000982,<18,8,False,Canada
10018246,26-40,1,False,Canada
68036918,26-40,5,False,Canada
77481363,18-25,4,False,Canada
43144170,26-40,5,False,USA
10012646,41-60,2,False,Canada
10036292,26-40,5,False,Canada
42745680,<18,5,False,Canada
10029042,18-25,1,False,Canada
10012789,41-60,1,False,Canada
10031555,18-25,3,False,Canada
38949926,18-25,4,False,Canada
52652470,18-25,6,False,Canada
10032495,18-25,21,True,Canada
10029913,18-25,2,False,Canada
10031762,26-40,30,True,Canada
10005312,18-25,2,False,Canada
63827440,18-25,17,True,Canada
10036719,60+,1,False,Canada
10022435,18-25,6,False,USA
74202523,18-25,2,False,Canada
33662105,<18,3,False,USA
10031675,<18,7,False,Canada
10002520,26-40,24,True,Canada
10043856,18-25,5,False,Canada
10025427,26-40,7,False,Canada
10020632,18-25,3,False,India
10038164,18-25,1,False,South Korea
10003538,18-25,7,False,Canada
19399506,18-25,6,False,Canada
10017972,18-25,4,False,USA
10012395,18-25,3,False,Canada
10022719,18-25,3,False,Canada
10023436,60+,7,False,Canada
10021942,26-40,4,False,Canada
10016330,26-40,8,False,Canada
10019959,60+,16,True,Canada
10001028,18-25,7,False,Canada
10037089,26-40,5,False,Canada
10002389,41-60,7,False,Canada
93991242,<18,7,False,Canada
10025621,18-25,4,False,Canada
10021704,18-25,3,False,Canada
34466078,26-40,4,False,Canada
59015094,18-25,1,False,Japan
46710187,26-40,7,False,USA
54334573,18-25,18,True,Canada
10004476,18-25,7,False,Canada
69763280,18-25,6,False,Canada
32573861,26-40,8,False,Canada
10025295,26-40,5,False,Canada
10029468,41-60,2,False,USA
32044214,18-25,2,False,Canada
10000328,26-40,7,False,Canada
10033978,26-40,4,False,USA
10005193,26-40,6,False,Canada
90407386,26-40,6,False,Canada
00112455,26-40,5,False,USA
23644295,18-25,4,False,Canada
10004588,18-25,4,False,Canada
10023504,18-25,7,False,USA
10037140,60+,1,False,Canada
51095856,18-25,6,False,Canada
37841470,18-25,3,False,Canada
03001076,26-40,8,False,South Korea
10039262,18-25,26,True,Canada
10027148,18-25,5,False,Canada
92208662,26-40,6,False,Canada
10034561,18-25,23,True,Canada
10043852,26-40,7,False,Canada
10030894,26-40,8,False,Canada
93441815,26-40,2,False,India
97309755,41-60,5,False,Canada
98447932,18-25,7,False,Canada
10003839,18-25,5,False,USA
10005050,41-60,30,True,Canada
82779202,18-25,2,False,Canada
38296990,26-40,3,False,Canada
75403941,18-25,2,False,Canada
10042168,26-40,6,False,Canada
79288451,26-40,6,False,Canada
10017383,26-40,8,False,Canada
44674323,26-40,5,False,Canada
10032025,41-60,1,False,Canada
84018270,26-40,4,False,Canada
10022668,41-60,25,True,Canada
10029247,18-25,1,False,Canada
10006447,26-40,8,False,Canada
30385722,<18,7,False,Canada
10005561,41-60,5,False,Canada
10014342,18-25,2,False,Canada
10017996,18-25,3,False,Canada
09256659,18-25,4,False,Canada
10028362,18-25,3,False,Canada
54699588,41-60,5,False,Canada
69795781,26-40,7,False,Canada
25840685,26-40,3,False,Canada
99411323,18-25,3,False,Canada
10013128,26-40,2,False,Canada
08603926,41-60,6,False,Canada
04668263,41-60,1,False,Canada
10001383,18-25,2,False,Canada
10016975,26-40,4,False,Canada
92705867,60+,7,False,USA
10008726,18-25,5,False,USA
10036624,26-40,6,False,Canada
10040158,26-40,8,False,Canada
78072464,26-40,1,False,Canada
43090188,<18,8,False,USA
10009732,60+,16,True,Canada
10044503,18-25,2,False,Canada
10003323,18-25,4,False,Canada
10009715,26-40,4,False,Canada
10036299,<18,8,False,Canada
10021517,26-40,1,False,Canada
10018332,18-25,6,False,Canada
10020656,<18,6,False,Canada
73107837,18-25,6,False,Canada
10025221,18-25,1,False,Canada
10043122,18-25,17,True,Canada
10000256,<18,7,False,Canada
10001595,26-40,1,False,Canada
26802416,18-25,8,False,Canada
83912565,18-25,1,False,Canada
10039559,26-40,8,False,Canada
10025749,41-60,7,False,Canada
62537935,18-25,18,True,Canada
10031444,18-25,18,True,Canada
52603568,26-40,8,False,Canada
10013758,26-40,2,False,Canada
10000538,26-40,2,False,Canada
00776096,41-60,6,False,Canada
10000861,41-60,3,False,Canada
10026307,18-25,5,False,Canada
70138844,26-40,8,False,Canada
10043583,18-25,3,False,Canada
50255822,41-60,6,False,Canada
10035272,<18,3,False,Canada
10009964,26-40,4,False,Canada
50318975,41-60,6,False,Canada
91018942,18-25,1,False,Canada
10012078,18-25,3,False,Canada
90554494,<18,6,False,Canada
10006333,26-40,2,False,Canada
10039841,18-25,6,False,Canada
30840889,18-25,4,False,Canada
10036088,26-40,17,True,UK
10037706,26-40,1,False,USA
54873192,26-40,4,False,Canada
10009278,18-25,8,False,Canada
74962746,18-25,5,False,Canada
10038334,18-25,8,False,Canada
10019574,41-60,2,False,Canada
10002425,18-25,5,False,Canada
31797129,41-60,1,False,Canada
49916610,60+,5,False,Canada
27461680,18-25,6,False,Canada
08306758,18-25,2,False,USA
70764928,18-25,7,False,Canada
10006258,26-40,3,False,Canada
10002602,18-25,4,False,Canada
10033325,<18,19,True,USA
61617661,26-40,1,False,Japan
10009444,60+,6,False,Canada
93103813,18-25,5,False,Canada
10018767,18-25,6,False,Canada
10022799,41-60,7,False,Canada
87882173,26-40,8,False,Canada
60276913,18-25,6,False,Canada
97683334,18-25,2,False,Canada
10003630,26-40,6,False,Canada
10008795,18-25,3,False,Canada
17525868,18-25,7,False,Canada
10035445,<18,1,False,Canada
10010672,26-40,4,False,Canada
02074000,41-60,6,False,Canada
58157870,26-40,2,False,Canada
54539609,18-25,2,False,Canada
10021380,41-60,3,False,Canada
42611018,26-40,5,False,Canada
10001276,18-25,29,True,Canada
10037511,60+,2,False,Canada
10023147,60+,5,False,Canada
10029843,26-40,8,False,Canada
06029579,26-40,4,False,Canada
06557005,26-40,3,False,Canada
84828845,41-60,2,False,Canada
10002723,<18,7,False,Canada
10025325,18-25,5,False,Canada
10003759,26-40,8,False,Canada
20144835,18-25,8,False,Canada
10041126,18-25,8,False,USA
32849572,18-25,2,False,Canada
10013517,41-60,6,False,USA
19795430,26-40,1,False,Canada
10002431,41-60,2,False,Canada
25698040,18-25,26,True,Canada
10026431,26-40,3,False,Canada
13646489,18-25,2,False,Canada
10010479,26-40,4,False,Canada
10043137,26-40,2,False,Canada
10024506,18-25,2,False,Canada
10036886,18-25,7,False,Canada
10037281,18-25,7,False,Canada
10025296,26-40,7,False,Canada
73843326,26-40,3,False,Canada
10000088,18-25,3,False,Canada
10006921,<18,7,False,Canada
10032622,26-40,7,False,Canada
10010143,18-25,8,False,Canada
50737437,26-40,4,False,Canada
92983067,26-40,6,False,Canada
10003440,18-25,18,True,USA
10004171,18-25,8,False,Canada
10040165,26-40,5,False,Canada
10031873,<18,6,False,Canada
10027711,18-25,4,False,Canada
10026042,18-25,8,False,Canada
10034837,41-60,8,False,Canada
10011045,18-25,3,False,Canada
10002712,18-25,3,False,Canada
10002394,18-25,4,False,Canada
10040175,26-40,4,False,Canada
10004188,18-25,6,False,Canada
10040689,60+,3,False,Canada
10023414,<18,2,False,Canada
10013545,41-60,6,False,Canada
10005669,26-40,6,False,Canada
60997477,<18,1,False,Canada
10007687,18-25,8,False,Canada
10042896,41-60,3,False,Canada
10019019,18-25,4,False,Canada
70824999,18-25,7,False,Canada
10033789,18-25,7,False,Canada
10004043,41-60,5,False,Canada
86098768,18-25,28,True,Canada
10030998,18-25,8,False,South Korea
10020791,18-25,5,False,Canada
90069183,26-40,3,False,Canada
10015488,41-60,8,False,Canada
10033975,18-25,8,False,Canada
51803298,60+,4,False,Canada
10044425,18-25,8,False,Canada
10030595,26-40,8,False,USA
39796169,<18,6,False,Canada
10024641,18-25,2,False,Canada
55098029,41-60,7,False,Canada
61798957,41-60,4,False,Canada
35933312,18-25,1,False,Canada
10044188,26-40,3,False,Canada
10013634,<18,7,False,Canada
10021858,60+,4,False,USA
59346091,41-60,7,False,Canada
10032885,60+,7,False,Canada
10011206,18-25,4,False,Canada
10036136,18-25,2,False,Canada
10011242,26-40,4,False,Canada
10018144,26-40,4,False,Canada
10024999,41-60,8,False,Canada
89403013,18-25,1,False,Canada
10041590,18-25,5,False,Canada
06156996,<18,5,False,Canada
05220582,18-25,4,False,Canada
62254037,18-25,7,False,Canada
10000274,18-25,4,False,Canada
10015278,41-60,7,False,Canada
10033874,41-60,5,False,Canada
10033163,18-25,23,True,Canada
10033061,18-25,17,True,Canada
10005014,18-25,4,False,Canada
33106156,18-25,3,False,Canada
10033520,18-25,5,False,Canada
10012685,18-25,8,False,Canada
74601658,18-25,8,False,Canada
27912985,18-25,27,True,USA
10038233,26-40,7,False,Canada
10002772,26-40,2,False,Canada
39990666,18-25,7,False,Canada
10025771,18-25,2,False,Canada
57335067,26-40,1,False,Canada
59909197,18-25,4,False,Canada
32596704,26-40,2,False,Canada
10001165,26-40,8,False,Canada
10038318,41-60,5,False,Canada
67547410,18-25,6,False,Canada
10016096,26-40,8,False,Canada
10044391,<18,2,False,Canada
10001198,26-40,3,False,Canada
39553913,26-40,2,False,Canada
10013656,41-60,7,False,Canada
10031521,18-25,3,False,Canada
25615385,41-60,1,False,Canada
10022601,26-40,4,False,Canada
10004609,<18,8,False,Canada
10022908,18-25,2,False,Canada
66704868,18-25,5,False,Canada
52920546,18-25,5,False,Canada
10037506,18-25,6,False,Canada
10015210,26-40,5,False,Canada
10033503,18-25,2,False,Japan
10038639,18-25,2,False,Canada
10002596,26-40,1,False,Canada
02308622,41-60,6,False,Canada
10004226,18-25,6,False,Canada
44491869,<18,29,True,Canada
10022310,26-40,6,False,USA
99460136,18-25,2,False,Canada
10003116,26-40,2,False,Canada
10020839,60+,21,True,Canada
72130519,<18,5,False,Canada
87946853,41-60,1,False,Canada
10030777,41-60,8,False,Canada
10009310,<18,3,False,USA
10028701,<18,4,False,Canada
54263661,41-60,6,False,Canada
10002264,18-25,1,False,Canada
83983679,<18,5,False,Canada
20667496,18-25,2,False,Canada
